shot_id,useful,campaign
48097,1,MU03-WPTE-04
48096,1,MU03-WPTE-04
48095,1,MU03-WPTE-04
48093,1,MU03-SCEN-06
48087,1,MU03-THR-02
48086,1,MU03-THR-02
48083,1,MU03-WPTE-09
48081,1,MU03-WPTE-09
48080,1,MU03-WPTE-09
48079,1,MU03-WPTE-09
48078,1,MU03-SOL-01
48077,1,MU03-THR-01
48076,1,MU03-THR-01
48074,1,MU03-THR-02
48073,1,MU03-THR-02
48072,1,MU03-THR-02
48071,1,MU03-THR-02
48070,1,MU03-THR-02
48069,1,MU03-THR-02
48068,1,MU03-WPTE-09
48066,1,MU03-WPTE-09
48065,1,MU03-WPTE-09
48064,1,MU03-WPTE-09
48062,1,MU03-WPTE-09
48060,1,MU03-WPTE-09
48046,1,MU03-SOL-01
48045,1,MU03-SOL-01
48044,1,MU03-SOL-01
48043,1,MU03-SOL-01
48040,1,MU03-SOL-01
48039,1,MU03-SOL-01
48038,1,MU03-SOL-01
48037,1,MU03-SOL-01
48036,1,MU03-SOL-01
48035,1,MU03-SOL-01
48033,1,MU03-SOL-01
48032,1,MU03-SOL-01
48029,1,MU03-SOL-01
48028,1,MU03-SOL-01
48027,1,MU03-SOL-01
48026,1,MU03-SOL-01
48025,1,MU03-SOL-01
48024,1,MU03-SOL-01
48020,1,MU03-SOL-01
48016,1,MU03-SOL-01
48015,1,MU03-SOL-01
48013,1,MU03-SOL-01
48012,1,MU03-WPTE-07
48010,1,MU03-WPTE-07
48009,1,MU03-WPTE-07
48008,1,MU03-WPTE-07
48006,1,MU03-EST-01
48005,1,MU03-EST-01
48004,1,MU03-EST-01
48003,1,MU03-EST-01
48002,1,MU03-WPTE-05
48001,1,MU03-WPTE-05
48000,1,MU03-WPTE-05
47998,1,MU03-WPTE-05
47997,1,MU03-CT-02
47996,1,MU03-WPTE-05
47989,1,MU03-CT-02
47985,1,MU03-WPTE-05
47984,1,MU03-DIV-04
47981,1,MU03-DIV-04
47980,1,MU03-WPTE-05
47978,1,MU03-WPTE-07
47974,1,MU03-WPTE-07
47973,1,MU03-WPTE-07
47972,1,MU03-WPTE-07
47971,1,MU03-WPTE-07
47964,1,MU03-WPTE-05
47963,1,MU03-WPTE-05
47962,1,MU03-WPTE-05
47961,1,MU03-WPTE-05
47959,1,MU03-WPTE-05
47958,1,MU03-WPTE-05
47955,1,MU03-SCEN-06
47951,1,MU03-DIV-01
47950,1,MU03-DIV-01
47949,1,MU03-DIV-01
47948,1,MU03-DIV-01
47947,1,MU03-DIV-01
47946,1,MU03-SCEN-03
47945,1,MU03-SCEN-03
47944,1,MU03-SCEN-03
47943,1,MU03-SCEN-03
47942,1,MU03-SCEN-03
47936,1,MU03-SCEN-03
47935,1,MU03-SCEN-03
47932,1,MU03-SCEN-03
47930,1,MU03-SCEN-06
47929,1,MU03-SCEN-06
47927,1,MU03-SOL-01
47926,1,MU03-SOL-01
47925,1,MU03-SOL-01
47924,1,MU03-SOL-01
47922,1,MU03-SOL-01
47921,1,MU03-SOL-01
47920,1,MU03-SOL-01
47919,1,MU03-SOL-01
47904,1,MU03-SCEN-06
47903,1,MU03-SCEN-06
47902,1,MU03-SCEN-06
47901,1,MU03-SCEN-06
47900,1,MU03-SCEN-06
47899,1,MU03-SCEN-06
47898,1,MU03-SCEN-06
47897,1,MU03-SCEN-06
47896,1,MU03-SCEN-06
47884,1,MU03-SOL-01
47883,1,MU03-SOL-01
47882,1,MU03-SOL-01
47881,1,MU03-SOL-01
47880,1,MU03-SOL-01
47878,1,MU03-SOL-01
47872,1,MU03-THR-02
47871,1,MU03-THR-02
47870,1,MU03-THR-02
47868,1,MU03-THR-02
47867,1,MU03-THR-02
47866,1,MU03-THR-02
47850,1,MU03-SCEN-06
47849,1,MU03-SCEN-06
47848,1,MU03-SCEN-06
47837,1,MU03-SCEN-06
47836,1,MU03-SCEN-06
47835,1,MU03-SCEN-06
47834,1,MU03-SCEN-06
47833,1,MU03-SCEN-06
47832,1,MU03-SCEN-06
47830,1,MU03-SCEN-06
47828,1,MU03-DIV-04
47825,1,MU03-DIV-04
47824,1,MU03-DIV-04
47819,1,MU03-SOL-01
47818,1,MU03-SOL-01
47817,1,MU03-SOL-01
47798,1,MU03-SOL-01
47797,1,MU03-SOL-01
47796,1,MU03-SOL-01
47794,1,MU03-SOL-01
47793,1,MU03-SOL-01
47792,1,MU03-SOL-01
47791,1,MU03-SOL-01
47790,1,MU03-SOL-01
47789,1,MU03-SOL-01
47782,1,MU03-DIV-04
47781,1,MU03-DIV-04
47779,1,MU03-DIV-04
47776,1,MU03-DIV-04
47775,1,MU03-DIV-04
47773,1,MU03-SCEN-06
47772,1,MU03-SCEN-06
47771,1,MU03-SCEN-06
47770,1,MU03-SCEN-06
47769,1,MU03-SCEN-06
47768,1,MU03-SCEN-06
47767,1,MU03-SCEN-06
47766,1,MU03-SCEN-06
47764,1,MU03-DIV-02
47763,1,MU03-DIV-02
47760,1,MU03-DIV-02
47756,1,MU03-DIV-02
47755,1,MU03-DIV-02
47731,1,MU03-THR-01
47730,1,MU03-THR-01
47729,1,MU03-DIV-04
47728,1,MU03-THR-01
47725,1,MU03-DIV-04
47723,1,MU03-THR-01
47722,1,MU03-THR-01
47721,1,MU03-THR-01
47699,1,MU03-SCEN-03
47698,1,MU03-MHD-01
47697,1,MU03-MHD-01
47696,1,MU03-MHD-01
47695,1,MU03-MHD-01
47694,1,MU03-MHD-01
47693,1,MU03-MHD-01
47692,1,MU03-MHD-01
47691,1,MU03-MHD-01
47690,1,MU03-MHD-01
47689,1,MU03-MHD-01
47688,1,MU03-MHD-01
47687,1,MU03-MHD-01
47686,1,MU03-MHD-01
47684,1,MU03-MHD-01
47683,1,MU03-MHD-01
47641,1,MU03-SCEN-01
47594,1,MU03-CTRL-01
47593,1,MU03-CTRL-01
47592,1,MU03-CTRL-01
47591,1,MU03-CTRL-01
47590,1,MU03-CTRL-01
47589,1,MU03-CTRL-01
47587,1,MU03-CTRL-01
47585,1,MU03-CTRL-01
47584,1,MU03-CTRL-01
47583,1,MU03-CTRL-01
47582,1,MU03-CTRL-01
47581,1,MU03-CTRL-01
47579,1,MU03-CTRL-01
47578,1,MU03-CTRL-01
47577,1,MU03-CTRL-01
47576,1,MU03-CTRL-01
47575,1,MU03-CTRL-01
47574,1,MU03-CTRL-01
47573,1,MU03-CTRL-01
47437,1,MU03-SCEN-01
47436,1,MU03-SCEN-01
47435,1,MU03-SCEN-01
47434,1,MU03-SCEN-01
47433,1,MU03-SCEN-01
47431,1,MU03-SCEN-01
47430,1,MU03-SCEN-01
47429,1,MU03-SCEN-01
47428,1,MU03-SCEN-01
